57,3,2852,1090,2344,1038,82,16,181
58,4,2987,2424,3168,3435,106,20,45
59,4,1208,2894,761,2867,92,13,255
60,4,1835,1616,1273,2357,62,38,165
61,4,1171,2218,2369,1463,52,40,210
62,4,2346,1058,2335,749,71,11,160
63,4,2480,1570,2098,1384,20,19,110
64,4,2358,1918,2846,1460,46,20,187
65,5,1976,1663,2647,1361,30,18,196
66,6,2347,1702,2481,1986,84,15,63
67,6,1353,1036,1093,2063,49,22,123
68,6,1125,1036,728,1003,101,10,67
69,6,9547,1056,9274,1192,105,8,836
70,6,509,1754,730,1789,41,11,128
71,6,985,980,2887,1105,51,42,368
72,6,3173,2514,2859,2222,56,12,95
73,6,985,1586,2001,1462,66,34,156
74,7,1878,1158,1962,1438,34,9,61
75,7,2190,2280,2501,1832,43,18,98
76,7,3440,2165,2888,1101,115,30,234
77,7,1191,2258,1476,2083,87,13,89
78,7,1693,485,2000,461,62,10,185
79,7,1975,1433,1867,1661,111,10,31
80,7,511,1823,1108,1891,65,16,138
81,7,2100,1673,1848,1717,35,10,38
82,7,3130,2423,3193,2475,80,8,78
83,8,2092,1152,2555,1059,11,16,196
84,8,1329,2322,1467,1025,91,32,58
85,8,1288,1893,1604,2135,31,15,85
86,8,2462,718,1979,633,114,15,183
87,8,2604,1041,2648,1743,19,19,95
88,8,2530,2486,1967,2185,73,18,78
89,8,669,1912,891,1512,88,15,84
90,8,2899,1107,4736,1663,63,57,491
91,8,1908,2463,1944,1929,44,14,5
92,8,2399,277,2107,1538,61,30,86
93,9,1278,1901,529,1895,68,17,212
94,9,1802,748,1271,1984,73,37,124
95,9,2515,1842,2402,1655,56,8,86
96,9,1962,1845,1782,1810,52,19,21
97,9,2351,1786,2544,948,14,18,179
98,9,2089,1653,2256,1727,49,10,70
99,9,2089,1653,2256,1727,42,10,70
100,10,2433,1728,1787,1831,23,18,69
101,10,1935,1628,1457,1984,104,19,100
102,10,2545,947,2304,843,6,11,170
103,10,1315,1849,950,2258,80,27,167
104,10,2671,1356,2958,1818,116,18,143
105,10,1982,802,2248,658,67,10,186
106,10,1557,2449,1202,2394,17,13,155
107,10,1874,1996,1980,2165,39,15,29
108,10,1576,2074,2887,1105,18,50,309
109,10,3445,2172,3309,2050,52,19,140
110,10,2142,1677,1964,1797,117,9,34
111,10,2787,743,2479,1394,50,18,139
112,10,1408,878,2875,1101,18,37,324
113,11,1846,1570,2006,1414,100,8,75
114,11,1935,1747,2322,2405,21,23,47
115,11,628,2155,504,1821,50,11,144
116,11,631,1666,2074,2310,61,37,168
117,11,2130,2210,1606,2442,18,16,136
118,12,2185,1285,1957,1295,36,10,89
119,12,2606,2417,4200,2175,50,34,362
120,12,2122,1782,1815,852,111,24,127
121,12,2459,1407,2143,967,31,15,149
122,12,1464,2154,1134,906,60,35,56
123,12,1237,1328,1482,1378,22,11,35
124,12,2874,1100,1890,1403,8,25,147
125,12,1106,2036,1369,2058,103,10,95
126,12,2017,1991,1913,1872,86,10,14
127,12,2851,1108,2091,1650,15,31,120
128,13,691,2212,847,2004,96,11,131
129,13,2647,2278,2892,2431,52,11,71
130,13,1864,2696,1954,2501,103,8,64
131,13,1926,2173,1353,2434,88,22,165
132,13,724,1970,852,1685,36,10,96
133,13,2666,1577,2585,1602,9,8,106
134,13,1505,2159,1025,1665,40,18,112
135,13,4329,1477,4714,1640,46,15,346
136,14,1495,1983,1370,2103,101,8,86
137,14,750,1934,867,2030,61,8,128
138,14,2137,487,2127,1591,46,26,55
139,14,1848,1774,2046,1397,78,14,85
140,14,316,1837,1271,1984,31,21,167
141,14,2077,1438,2479,1551,34,16,133
142,14,3447,2442,3631,2399,112,10,142
143,14,2656,2256,2461,1934,92,11,72
144,14,2163,960,2378,986,55,8,161
145,15,2237,817,2071,1214,45,12,102
146,15,3113,1695,2530,1878,17,18,124
147,15,2158,1342,2434,1057,94,22,165
148,15,2874,1100,2294,440,16,26,243
149,15,1912,1888,2100,1033,19,24,126
150,15,1556,2041,1138,2004,45,14,128
151,16,2601,1319,1840,1817,88,41,78
152,16,2099,1668,1962,1974,78,14,15
153,16,3610,2334,3615,2130,101,9,149
154,16,2203,2259,2294,2323,71,8,12
155,17,2913,2244,3130,2428,88,10,92
156,17,2365,1501,2298,1407,65,9,96
157,17,1725,916,1869,1496,77,15,52
158,17,3109,1782,2224,1959,73,23,115
159,17,2217,1615,2887,1105,83,25,245
160,18,1900,1686,1923,1480,25,10,47
161,18,2605,421,2637,427,106,8,224
162,18,1858,2719,1952,1977,104,18,12
163,18,9620,943,9561,1071,54,7,855
164,18,1773,1135,2439,225,48,29,288
165,18,1481,1484,1481,2061,34,17,58
166,19,2548,925,2308,967,89,12,158
167,19,2265,583,2288,514,43,8,180
168,19,2212,550,2157,1629,82,38,58
169,19,2366,1438,2624,2402,13,22,48
170,19,2096,2311,1624,2405,44,18,125
171,20,2221,1602,2358,1864,14,10,63
172,20,1834,1750,1952,1977,59,12,14
173,20,2148,1685,2636,2209,62,21,92
174,20,1987,2591,1926,1866,35,16,12
175,20,2040,1388,1863,1697,36,13,34
176,20,2915,2272,2603,2163,105,12,75
177,20,1887,2665,2887,1105,22,53,278
178,21,2246,1459,2488,1715,88,13,102
179,21,1253,1292,956,860,20,14,39
180,21,1787,1839,2481,1780,117,19,140
181,21,2404,1578,1808,1701,114,19,70
182,22,1515,1238,1457,1010,90,10,50
183,22,2153,380,4363,2213,112,83,436
184,22,2062,1395,3127,1888,53,29,230
185,22,1559,1775,1405,1556,66,13,30
186,22,1779,1795,1390,1584,8,18,58
187,22,1479,2057,1426,1848,94,10,48
188,22,2459,1407,2652,1394,75,8,145
189,22,624,1671,659,1728,106,8,110
190,22,2079,1396,2592,1360,76,13,174
191,23,1913,1746,3463,2026,107,34,299
192,23,2069,1418,2151,1574,19,8,66
193,23,2548,923,2330,364,62,18,218
194,23,2525,1659,2428,1084,91,15,144
195,23,2504,1497,3137,3420,41,45,92
196,24,1851,1732,1542,1724,96,9,49
197,24,2430,878,2465,938,78,16,156
198,24,2391,1780,1756,1010,63,22,138
199,25,2590,1833,2544,947,16,22,164
200,25,848,2409,1108,1891,39,15,104
201,25,1780,1561,2544,947,111,24,236
202,25,2489,641,2475,747,110,8,174
203,25,1685,3207,1389,3505,12,14,241
204,25,2236,1413,2577,2074,71,24,84
205,25,2787,430,2704,454,80,8,233
206,25,1034,886,1470,1421,34,20,48
207,25,2296,621,2153,556,35,8,174
208,25,1115,1952,1060,2222,54,10,122
209,26,1411,1057,2057,1650,100,25,105
210,26,1364,2190,2604,1244,48,48,260
211,26,1960,1954,1879,1995,52,10,20
212,26,2310,772,2275,599,44,9,171
213,27,2210,1667,1984,1159,104,20,105
214,27,2479,1561,2887,1105,80,20,219
215,27,1481,2058,1317,1788,117,10,64
216,27,1097,1923,239,2059,64,21,268
217,27,3094,2396,3167,2322,80,8,92
218,27,2427,1576,2179,2327,81,20,40
219,27,2292,2334,2397,1775,64,16,73
220,27,985,1587,1477,2057,110,16,107
221,28,2107,1536,2184,1612,73,17,65
222,28,1975,2183,1833,1858,110,12,17
223,28,826,1823,1861,1764,11,23,113
224,28,2589,284,1826,1532,26,35,106
225,28,2399,277,2873,1123,34,25,222
226,29,2474,1871,3012,1823,55,15,173
227,29,572,1819,1964,2600,96,45,203
228,29,2880,2273,1882,1939,15,26,106
229,29,2577,637,2363,1226,81,16,135
230,29,1996,1563,1892,1753,87,9,24
231,29,2077,1438,2242,394,93,22,201
232,30,379,2005,617,1908,45,9,153
233,30,2357,1825,2097,1185,9,18,117
234,30,2429,1070,2646,1246,21,9,162
235,30,2326,294,2245,469,23,9,186
236,30,2681,530,2887,1105,118,20,199
237,30,2195,2216,2249,1589,113,17,71
238,30,2134,1013,2544,947,11,15,201
239,31,2241,1872,2389,1848,45,10,69
240,31,1887,1999,1885,2539,61,15,66
241,31,2448,1032,2536,889,79,8,174
242,31,2016,2573,1987,2510,82,8,55
243,31,2541,999,2302,492,49,30,205
244,31,1848,1732,1915,1683,88,8,30
245,32,3139,2284,3215,2509,104,8,78
246,32,1136,2105,2100,1033,63,38,203
247,32,2540,1933,3103,3569,60,39,103
248,32,2605,2377,2402,1843,10,28,76
249,32,633,1663,1188,1812,24,14,118
250,32,2443,980,2257,1242,21,12,120
251,32,1923,2524,1890,3848,31,35,199
252,32,2583,1527,1353,1941,71,38,182
253,33,6058,2040,2086,1507,92,118,455
254,33,1979,2182,1766,1685,116,18,29
255,33,2080,1645,1958,1311,93,13,77
256,33,855,1991,1044,1831,91,10,98
257,34,520,1767,608,1690,98,8,117
258,34,9621,1016,9430,1234,51,8,839
259,34,3106,2423,3091,2502,82,8,60
260,34,1714,631,1925,1687,52,25,45
261,34,2248,1822,2036,1785,58,8,46
262,34,1817,1467,2051,1350,22,10,94
263,34,2089,1493,2239,1350,59,10,104
264,35,3116,1106,4016,827,23,20,409
265,35,1588,1891,1674,2116,9,13,53
266,35,2698,969,1795,1889,56,47,100
267,35,1829,2062,1796,1752,11,12,8
268,35,1150,3055,23,4176,71,34,528
269,35,1711,777,1984,625,51,12,163
270,36,992,2175,1350,2064,107,12,107
271,36,111,3729,104,3884,61,8,379
272,36,1576,2255,1604,2135,47,16,56
273,36,3273,2469,3395,2494,113,8,102
274,36,3060,2214,3139,2284,52,8,93
275,36,2920,1249,2107,1538,63,22,138
276,36,3020,2184,3563,2075,10,16,203
277,37,2298,604,2904,368,66,16,314
278,37,1430,2279,1349,2045,90,9,78
279,37,2516,1603,1962,2569,103,27,116
280,37,1983,2078,2370,1982,11,15,78
281,37,1901,984,2119,997,24,10,134
282,37,1523,756,836,1461,39,30,131
283,37,2393,983,1834,1595,31,21,80
284,37,1957,1851,2320,1469,71,16,121
285,37,2091,1650,1936,1922,106,17,17
286,38,1774,1798,2608,1324,84,26,212
287,38,2554,1627,1996,1464,80,24,109
288,38,950,1901,2315,2478,58,37,153
289,38,1057,1959,1120,1833,7,8,78
290,38,2037,1412,1857,1578,24,8,46
291,39,1481,1484,2226,2330,113,29,85
292,39,1949,1359,1798,1156,93,9,79
293,39,1921,1460,1955,1674,33,10,32
294,39,1618,1759,1955,1795,91,14,50
295,40,2702,1163,2204,806,15,17,190
296,40,2073,1408,2250,1769,55,13,66
297,40,1027,1920,849,1833,25,8,116
298,40,1838,1701,2768,2243,85,29,146
299,40,2943,2289,3151,2281,78,8,108
300,40,1102,3076,1562,2152,15,22,105
301,41,2102,1797,1954,1848,31,10,25
302,41,497,1858,732,1619,22,10,112
303,42,2354,1704,1774,1798,79,20,60
304,42,1454,2360,1513,2006,52,16,55
305,42,1957,1993,1747,1059,113,22,90
306,42,3147,2471,3142,2571,38,8,58
307,42,1973,1651,1962,1468,84,8,50
308,42,3360,2012,2887,1105,14,27,226
309,43,1440,2408,1553,2232,85,9,79
310,43,9563,958,9522,1143,56,6,842
311,43,2222,1778,2763,2253,45,24,105
312,43,2256,1916,1962,1974,49,12,31
313,44,1864,1733,1971,1528,64,12,55
314,44,1557,2449,1202,2394,111,13,155
315,44,1011,921,2887,1105,64,42,366
316,44,671,3075,801,3160,105,8,249
317,44,2107,1536,2001,1462,16,10,64
318,44,860,1458,1090,1935,100,15,108
319,44,2254,1814,885,1967,67,31,245
320,44,2048,924,1939,864,117,8,118
321,45,1265,2153,677,2097,58,14,201
322,45,2345,1786,2060,760,34,24,158
323,45,3129,1588,2929,1265,53,10,186
324,45,1915,1695,2623,1152,37,26,218
325,45,1876,1494,2300,1242,39,15,148
326,45,2196,350,3021,2704,119,71,114
327,45,1964,1792,2074,1351,64,16,83
328,46,2902,2216,1792,1270,11,44,163
329,46,1586,1759,1507,1534,55,10,11
330,47,2847,2314,3177,2586,58,14,92
331,47,2627,1649,2510,1850,75,9,78
332,47,1899,1678,1609,2159,58,19,84
333,47,9776,1055,9587,1021,86,11,876
334,47,773,1868,647,2105,16,11,158
335,47,1827,1702,1990,1670,86,10,48
336,47,2646,1246,2707,837,75,12,193
337,47,2661,1249,2928,2430,53,32,76
338,47,2404,360,2100,1033,70,18,137
339,48,3910,1397,2437,1783,14,42,213
340,48,2616,1680,2470,1817,93,8,80
341,48,902,1744,2566,2197,117,41,203
342,48,2222,367,1453,820,46,24,140
343,48,2295,624,1808,1926,84,37,60
344,48,2173,721,2230,902,73,10,138
345,48,2027,1998,1913,1872,107,10,16
346,48,1830,1594,1933,1755,74,10,28
347,48,2604,2388,2874,2342,20,10,80
348,48,2027,1998,1913,1872,58,10,16
349,49,1340,1975,739,2161,27,17,202
350,49,3479,2156,2627,2008,46,21,147
351,49,1824,2718,2884,2646,97,38,130
352,49,2998,2595,3127,2328,55,10,93
353,49,3178,2424,2745,2789,57,15,48
354,49,2588,1065,2887,1105,104,16,208
355,49,1600,2238,1952,2298,105,15,70
356,49,1482,2238,2468,1462,82,39,199
357,50,43,3735,643,3104,54,18,306
358,50,1901,1739,3160,1814,116,30,260
359,50,1012,967,1547,1283,45,17,80
360,51,522,1757,1007,1751,6,14,123
361,51,2158,672,1334,1977,58,46,147
362,51,2523,1066,1541,2446,88,50,189
363,51,1386,613,1958,1359,11,28,117
364,51,4710,1645,2497,1494,17,44,322
365,51,1885,1656,2346,1597,112,17,121
366,51,2059,1163,1957,1875,29,20,18
367,52,2073,1408,2233,1666,31,12,73
368,52,1999,1989,1930,1920,107,16,8
369,52,2531,323,2357,463,36,9,207
370,52,670,2226,847,2007,95,12,134
371,52,889,1008,2224,586,107,32,297
372,53,2740,2269,2887,1105,37,34,193
373,53,3583,2387,3108,2327,116,14,126
374,53,3133,1519,2491,1686,97,21,145
375,53,98,3455,456,3849,30,15,375
376,53,1943,2553,2172,1781,53,23,62
377,54,2486,1618,2600,1891,9,12,82
378,54,763,1825,494,1861,32,9,164
379,54,1782,758,1544,1261,48,20,52
380,54,1210,2891,1481,2061,33,23,85
381,55,1906,1518,2112,1182,27,14,114
382,55,834,1834,760,2515,78,19,183
383,55,734,2155,1476,2083,118,17,135
384,56,2294,2270,3151,2376,51,22,163
385,56,1968,1967,1419,1844,48,20,97
386,56,2369,1842,2787,1872,63,14,133
387,56,3138,2368,2887,1105,102,30,203
388,56,1108,1972,2282,1733,97,28,172
389,56,1958,1458,2541,998,114,22,213
390,56,1872,1653,2680,1493,94,22,200
391,57,1871,2866,1907,3810,63,25,194
392,57,4206,2424,4329,2206,96,10,225
393,57,2151,3019,1006,3082,48,27,322
394,57,1839,1595,1604,2135,12,20,77
395,57,2322,1361,2516,246,62,26,246
396,57,2586,2377,2786,2679,65,11,31
397,58,3142,2571,3104,2513,32,8,63
398,58,2189,1489,2065,1626,61,12,56
399,58,3039,2167,2276,1731,116,29,131
400,59,6718,2030,6940,1952,28,6,521
401,59,1948,855,1927,1692,23,21,26
402,59,2292,2321,2396,1699,22,18,80
403,59,1973,1011,1921,830,99,8,114
404,59,3271,1861,2887,1105,52,25,217
405,60,1983,1747,367,1872,70,35,312
406,60,2392,1454,2500,1136,36,13,147
407,60,423,1986,699,1834,73,11,141
408,60,3236,1892,2910,2574,100,21,66
409,61,2907,1116,1975,1581,9,29,133
410,61,1924,1927,1317,1894,86,18,118
411,61,445,3100,905,2034,83,26,159
412,61,2740,2269,2876,1100,57,34,191
413,62,4295,977,4358,993,72,8,343
414,62,2586,839,2404,675,49,11,191
415,62,9366,1148,9551,990,120,8,875
416,62,2099,1184,2220,1731,46,18,61
417,62,2251,437,2160,810,40,14,144
418,62,9475,1111,9564,1066,10,6,859
419,62,2824,2291,2927,2316,47,8,71
420,62,2924,1988,3441,2160,14,15,180
421,62,2004,249,2046,768,96,14,132
422,62,2036,2024,1974,2125,76,10,21
423,62,2642,791,2343,677,90,12,196
424,62,514,1801,961,1912,39,14,140
425,63,1291,1874,854,1996,26,13,158
426,63,9689,978,9526,926,108,8,876
427,63,644,2093,954,1767,75,13,112
428,63,1130,1921,2094,1248,103,53,181
429,64,2343,740,1973,795,99,14,155
430,64,2243,1323,2834,1381,21,14,204
431,64,1495,2246,1952,1977,11,18,48
432,64,2210,1607,2101,1746,46,9,46
433,64,1785,1781,1992,1457,116,17,74
434,64,1347,2050,1276,2327,33,11,112
435,64,1279,1895,1364,2190,52,10,91
436,65,2886,2635,3273,2469,28,12,119
437,65,3071,2342,3147,2471,79,17,75
438,65,2580,1739,3122,2417,120,26,125
439,66,1271,1897,1476,2083,57,10,81
440,66,2264,437,1814,1682,106,33,58
441,66,1946,1255,2573,991,72,22,221
442,66,2046,643,2443,776,40,13,206
443,66,2037,931,1930,870,7,8,117
444,66,9390,1156,9549,1057,114,6,865
445,66,1327,2107,2059,1334,109,27,146
446,66,1951,1275,2252,1595,68,17,96
447,66,2002,268,2101,302,17,8,190
448,66,2065,1624,2240,1608,108,8,81
449,66,676,2178,737,1623,6,17,95
450,66,2432,1808,1861,1764,80,18,67
451,67,1010,3052,1019,2158,29,22,115
452,67,3581,2492,3218,2436,34,10,114
453,67,3490,1975,3328,2159,27,9,133
454,67,2887,2638,1264,1379,93,65,174
455,67,1950,1382,1956,1129,40,9,83
456,67,777,1921,854,1996,30,8,122
457,67,2143,1454,2057,1650,31,10,49
458,68,2092,1715,1108,1891,75,24,177
459,68,1958,1744,2597,303,68,38,293
460,68,1891,2335,1450,2411,32,18,140
461,68,1993,1625,2085,1884,31,12,29
462,69,2072,2159,836,2375,16,25,278
463,69,894,2025,661,2197,50,11,177
464,69,1977,931,2876,1100,26,26,268
465,69,432,3104,905,2034,75,26,160
466,69,2177,1419,2042,219,70,28,196
467,69,2688,708,2617,250,42,16,244
468,69,2741,2787,2377,2248,81,19,49
469,69,1098,1987,1850,1793,105,20,81
470,70,1851,1727,1786,1110,101,17,74
471,70,1911,3791,1332,4591,7,25,384
472,70,1850,1793,2570,1920,102,18,137
473,71,2257,1700,2954,1770,115,18,188
474,71,1861,1749,2504,891,73,30,226
475,71,2265,1914,1327,2105,61,24,172
476,71,1957,1993,3431,2351,49,35,255
477,71,2097,1555,2535,1282,58,30,169
478,71,3927,2177,3395,2494,23,18,143
479,71,2458,189,2887,1105,64,26,221
480,72,2006,589,2163,371,70,13,195
481,72,2626,2412,3357,2048,22,22,204
482,72,1602,1806,1636,2316,17,14,71
483,72,2574,1602,3100,1535,38,16,209
484,72,4710,1645,3143,2122,110,40,259
485,72,1777,1011,2418,1100,82,15,196
486,72,9699,1388,9511,1037,41,10,866
487,72,2447,980,2227,1467,14,17,98
488,73,1894,2510,2243,2311,84,14,42
489,73,1236,1379,1431,1363,108,9,26
490,73,2286,2204,1847,1594,20,20,69
491,74,9186,1222,9483,1036,10,8,874
492,74,1744,770,1390,1583,8,26,55
493,74,2839,1101,2190,890,16,20,195
494,74,1869,1699,2477,1941,24,20,114
495,74,1385,2392,1286,2873,14,12,169
496,74,2076,1214,2031,1693,22,27,38
497,75,1967,2093,1892,1813,42,10,15
498,75,2208,803,1984,1159,95,15,105
499,75,1356,1043,1546,1724,41,21,37
500,75,2158,847,2596,810,120,13,222
501,76,636,2005,661,2197,111,8,156
502,76,2300,640,2499,980,65,15,172
503,76,1786,1850,2038,2020,21,12,27
504,76,2576,2228,2916,2203,70,10,105
505,76,2083,1490,1997,1858,12,16,22
506,76,2349,1666,2939,2824,104,26,70
507,77,2703,1855,2254,1705,106,16,100
508,77,1568,2113,2383,1610,76,30,159
509,77,1964,1898,2500,1866,22,15,117
510,77,2074,769,2372,1896,104,27,77
511,77,9525,1252,9742,1532,107,8,843
512,77,2556,49,1895,1483,7,38,107
513,77,2217,907,2300,911,116,9,147
514,77,1394,1967,1151,2965,24,23,206
515,77,1132,1865,1111,1720,44,8,63
516,77,2848,2312,1565,2036,7,31,175
517,77,1915,2310,1027,2026,25,24,189
518,77,1434,2109,2076,1347,62,31,137
519,78,2087,400,1834,1676,71,31,41
520,78,1950,1994,1966,2560,7,14,61
521,78,3021,1699,2475,1207,60,20,181
522,78,3115,2424,2919,2381,10,8,73
523,78,3015,2180,3431,2163,44,11,168
524,78,1989,1459,1769,2982,68,35,143
525,78,2199,1416,2090,1583,61,12,62
526,79,2211,775,2541,943,94,17,193
527,79,1206,2122,1585,2214,13,11,101
528,79,9507,1065,9743,1344,60,8,864
529,79,42,3423,504,1821,40,40,178
530,79,662,2184,807,1943,22,11,128
531,79,2376,1435,2029,1299,11,12,108
532,79,2292,2261,2877,2359,40,15,110
533,79,1632,2166,1506,2006,59,12,63
534,79,1953,1926,2387,1933,67,15,89
535,80,1947,1773,4714,1640,48,81,584
536,80,428,1982,1877,2603,76,46,218
537,80,2239,963,2400,781,42,8,178
538,80,1909,1552,670,2054,36,35,262
539,80,2139,1436,1990,1670,25,10,47
540,80,2061,1091,2003,1739,20,17,32
541,80,1785,1781,1774,1665,96,12,12
542,81,3445,2172,3309,2050,95,9,140
543,81,1475,1402,1442,1551,82,18,14
544,81,2145,1345,2376,1602,91,13,100
545,81,2085,623,2240,659,86,8,174
546,81,1976,2078,1850,1793,78,12,18
547,81,2315,1266,2340,1653,104,11,71
548,81,2059,1165,2101,1755,20,17,39
549,81,2326,1458,2176,2118,28,20,21
550,81,730,1919,654,1911,57,8,133
551,81,2378,1539,2218,1598,83,10,78
552,82,2000,1702,1850,1357,63,12,64
553,82,1857,2820,1953,3157,71,13,130
554,82,3479,2245,3053,2213,89,12,127
555,82,1933,1995,724,2072,66,27,256
556,82,2409,1371,2887,1105,50,19,226
557,82,1961,803,2022,1211,85,13,87
558,82,310,1821,628,2155,62,25,184
559,83,2758,2251,1842,1870,36,25,94
560,83,1940,1757,2010,348,76,28,173
561,83,624,1671,1854,1738,104,28,135
562,83,1696,2425,1952,1651,45,23,56
563,83,2124,749,1806,554,11,13,157
564,84,3152,2267,3008,2634,26,12,52
565,84,9617,1351,9428,1270,41,7,835
566,84,2811,1825,1023,1941,61,41,271
567,84,1618,1759,1598,1753,40,8,18
568,84,806,2227,617,1797,11,15,137
569,84,2590,814,2046,902,77,16,169
570,84,1843,1868,2289,435,106,36,230
571,84,1428,2447,1285,1894,86,16,75
572,84,1623,2426,1960,2640,100,12,102
573,85,2369,1631,1952,1977,76,26,44
574,85,279,3437,1108,1891,36,42,161
575,85,3201,2423,2254,1705,20,36,150
576,85,1805,1061,1897,1639,15,14,35
577,85,2436,1846,2254,1705,118,12,73
578,85,2021,899,1985,1041,71,8,98
579,85,3804,2180,2889,2268,109,21,154
580,85,1337,2108,1285,1894,36,9,66
581,85,2326,1785,1913,1872,62,18,45
582,85,3315,967,2847,936,50,19,238
583,86,2602,2162,2284,1893,10,14,71
584,86,3448,2007,3543,2092,83,8,155
585,86,3122,2820,3157,2417,76,10,78
586,86,2478,1545,2465,938,57,16,154
587,86,2009,2444,2354,1405,93,26,129
588,86,211,1829,1581,2137,95,38,193
589,87,2363,1987,1953,1580,72,24,78
590,87,2680,1399,1680,2369,69,52,169
591,87,3054,2398,2882,2351,102,9,70
592,87,1467,1071,1101,895,41,14,57
593,87,2556,1401,2401,1412,117,10,114
594,87,2431,1262,2604,977,37,12,180
595,87,2097,1555,2535,1282,106,30,169
596,87,1864,2696,1930,1920,102,19,8
597,88,2946,1099,3889,487,30,30,434
598,88,2811,1826,2098,1608,100,22,120
599,88,1769,1646,2437,1769,69,19,134
600,88,2079,1397,1838,998,85,14,108
601,88,1216,1889,2180,1608,23,25,154
602,88,2852,1092,2185,1286,46,19,157
603,88,3450,1986,3146,2432,29,15,102
604,88,2177,1094,2006,248,50,26,193
605,88,1583,2127,1863,1749,60,17,39
606,88,1985,1617,2418,1815,53,14,104
607,88,1922,1997,1952,1846,71,18,14
608,88,1309,1868,1464,1979,38,9,67
609,89,9474,1079,9637,1031,44,6,877
610,89,2290,2328,2603,2402,18,14,51
611,89,2034,1790,1850,1813,74,8,22
612,90,2261,1960,1952,1977,88,14,33
613,90,2093,1651,783,1644,92,32,217
614,90,2398,1783,2918,1275,48,22,216
615,90,497,1858,434,2197,34,10,183
616,91,1385,610,1206,1011,90,16,37
617,91,1789,1294,1519,2117,20,22,87
618,91,1846,1752,1877,2357,107,15,51
619,91,2158,1341,2071,1254,36,8,90
620,91,2644,1386,2848,1257,76,11,180
621,91,2962,2768,3056,2518,8,10,63
622,91,2479,424,1824,390,116,19,209
623,91,1934,1745,1787,1839,18,9,20
624,92,510,2043,576,1945,74,8,144
625,92,1933,2454,2032,1795,90,18,34
626,92,2482,1699,2444,1965,32,20,52
627,92,2653,1166,2399,1070,110,8,158
628,92,3089,2240,3147,2471,67,9,73
629,93,670,3070,205,3094,22,13,335
630,93,2933,1811,1961,1782,39,28,115
631,93,1770,1791,1792,1351,50,15,46
632,93,2252,2307,2530,2170,38,13,64
633,93,1953,1993,2230,1875,102,11,63
634,93,1808,1057,1948,1220,20,8,87
635,93,2514,1868,1980,2162,96,22,72
636,93,2460,1536,2671,1470,29,11,141
637,93,1352,2124,1903,1857,97,16,60
638,93,2303,366,2075,1212,109,20,109
639,94,2710,1184,4714,1640,16,45,508
640,94,1174,2219,964,941,113,30,23
641,94,2068,1060,1823,582,108,16,149
642,94,807,1945,847,2007,12,8,120
643,94,3599,2420,3128,2591,82,16,101
644,94,2822,2442,1997,2496,57,17,132
645,94,1962,921,2017,810,67,8,126
646,94,1931,824,2075,1053,24,12,117
647,95,2406,691,2871,2392,105,43,94
648,95,9447,1337,9174,1226,11,7,822
649,95,2134,1260,1803,1070,62,11,106
650,95,1359,1337,1515,1252,114,9,42
